Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Bowen, D.E., Douglas Pugh, S.",Linking human resource management and customer outcomes,2008,The Routledge Companion to Strategic Human Resource Management,,,,502,518,5,10.4324/9780203889015-45,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076073960&partnerID=40&md5=ebabe4999140b863d299b95ed319587c,Book Chapter,Final,,Scopus,2-s2.0-85076073960
"Molloy, J.C., Tansky, J.W., Heneman, R.L.",Research at the intersection of Strategic Human Resource Management and entrepreneurship,2008,The Routledge Companion to Strategic Human Resource Management,,,,390,409,,10.4324/9780203889015-36,https://www.scopus.com/inward/record.url?eid=2-s2.0-85076072626&partnerID=40&md5=54e18e451b742a8b9b97b951589143e5,Book Chapter,Final,,Scopus,2-s2.0-85076072626
"Kaufman, B.E.",Managing the human factor: The early years of human resource management in American industry,2008,Managing the Human Factor: The Early Years of Human Resource Management in American Industry,,,,1,377,81,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85055577703&partnerID=40&md5=c494b1f8c103f5ef2c9e239438eff4fd,Book,Final,,Scopus,2-s2.0-85055577703
"Wooten, L.P., James, E.H.",Linking Crisis Management and Leadership Competencies: The Role of Human Resource Development,2008,Advances in Developing Human Resources,10,3,,352,379,72,10.1177/1523422308316450,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992882876&partnerID=40&md5=b1fc3a14a2b0710346b967b4a0019076,Article,Final,,Scopus,2-s2.0-84992882876
"Hutchins, H.M., Wang, J.",Organizational Crisis Management and Human Resource Development: A Review of the Literature and Implications to HRD Research and Practice,2008,Advances in Developing Human Resources,10,3,,310,330,26,10.1177/1523422308316183,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992882838&partnerID=40&md5=941ec10bbe996753552f49df88ea7303,Review,Final,,Scopus,2-s2.0-84992882838
"Shaw, K.",The value of innovative human resource management practices,2008,America at Work: Choices and Challenges,,,,227,240,8,10.1057/9781403983596,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992010316&partnerID=40&md5=fd58effe6d59a140ba5c53ced9401d1b,Book Chapter,Final,,Scopus,2-s2.0-84992010316
"Martin-Rios, C., Erhardt, N.L.",Organisational knowledge transfer through human resource management: International diffusion of managerial performance management,2008,European Journal of International Management,2,2,,170,191,12,10.1504/EJIM.2008.01776,https://www.scopus.com/inward/record.url?eid=2-s2.0-84969451537&partnerID=40&md5=d32299be13b5ba677e24beea04bae429,Article,Final,,Scopus,2-s2.0-84969451537
"Trog, D., Christiaens, S., Zhao, G., de Laaf, J.",Toward a community vision driven topical ontology in human resource management,2008,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5333,,,615,624,3,10.1007/978-3-540-88875-8_85,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964414131&partnerID=40&md5=3318a0fba08514b1799dac6609fbae51,Conference Paper,Final,,Scopus,2-s2.0-84964414131
"Getha-Taylor, H., Lee, J.",Changing competencies for human resource management: examining e-government scorecard and Federal Human Capital Survey evidence,2008,International Journal of Public Sector Performance Management,1,2,,150,166,2,10.1504/IJPSPM.2008.018914,https://www.scopus.com/inward/record.url?eid=2-s2.0-84952964240&partnerID=40&md5=461263566808c7b15754bd2a7223a99e,Article,Final,,Scopus,2-s2.0-84952964240
"Bereman, N.A., Graham, G.H.",Why human resources managers fail as players in the strategic management process,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,361,377,,10.4135/9781412976688.n20,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949565730&partnerID=40&md5=941cf4f5c95bb73ff182108f40563e57,Book Chapter,Final,,Scopus,2-s2.0-84949565730
"Stone, D.L., Lukaszewski, K., Stone-Romero, E.",A model of the transfer of knowledge in human resources management,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,201,220,,10.4135/9781412976688.n13,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949565470&partnerID=40&md5=2dfe0375d1d81477e61cd26eef2b8e41,Book Chapter,Final,,Scopus,2-s2.0-84949565470
"Scarpello, V.G.",The handbook of human resource management education: Promoting an effective and efficient curriculum,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,1,464,2,10.4135/9781412976688,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949560344&partnerID=40&md5=3629249ba987c960736888548be9de81,Book,Final,,Scopus,2-s2.0-84949560344
"Chandra Sekhar, S.F.",Human resource management in hospitals,2008,"Managing a Modern Hospital, Second Edition",,,,98,125,,10.4135/9788132108450.n5,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949559790&partnerID=40&md5=7f50ea55d0dcdc9f2aba2e6cd4fc2f5b,Book Chapter,Final,,Scopus,2-s2.0-84949559790
"Deckop, J.R.",Conceptual tools for studying the ethics of human resource management,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,184,200,,10.4135/9781412976688.n12,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949557087&partnerID=40&md5=c6129c251951ec68ad02cfaeff8f29aa,Book Chapter,Final,,Scopus,2-s2.0-84949557087
"Scarpello, V.G.",Parting thoughts on human resource management education in the United States,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,407,422,,10.4135/9781412976688.n23,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949548755&partnerID=40&md5=ad4065823aeb5e3c9d77a1b0dfcd7d3b,Book Chapter,Final,,Scopus,2-s2.0-84949548755
"Hundley, G.",The graduate class in international human resource management: Strategies and tactics,2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,125,139,,10.4135/9781412976688.n8,https://www.scopus.com/inward/record.url?eid=2-s2.0-84949545120&partnerID=40&md5=9fb12786d97fd129ca610643cc606578,Book Chapter,Final,,Scopus,2-s2.0-84949545120
"Rynes, S.L., Owens, S., Trank, C.","“Be there, or be in HR!”: The trials and tribulations of human resource management in business schools",2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,345,361,1,10.4135/9781412976688.n19,https://www.scopus.com/inward/record.url?eid=2-s2.0-84925058142&partnerID=40&md5=f33491c7ee264ec8bf2249662ffd6915,Book Chapter,Final,,Scopus,2-s2.0-84925058142
"Nica, G.B., Aurite, T., Dumitrescu, D.M.",Geocentric extraversion versus ethnocentric introversion: A clash in multinational human resources management,2008,Annals of DAAAM and Proceedings of the International DAAAM Symposium,,,,969,970,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84904309260&partnerID=40&md5=90ccdd45abe5fb5bfc0e0e7978d590d1,Conference Paper,Final,,Scopus,2-s2.0-84904309260
"Zhang, L., Yuan, L.",A study of intelligent information processing in human resource management in China,2008,IFIP Advances in Information and Communication Technology,254 VOLUME 1,,,493,502,,10.1007/978-0-387-75902-9_54,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902355551&partnerID=40&md5=d3e81e39c2bd64941b7d617e3da70a44,Conference Paper,Final,Open Access,Scopus,2-s2.0-84902355551
"Mahoney, T.A.","Human resource management education: Past, present, and future",2008,The Handbook of Human Resource Management Education: Promoting an Effective and Efficient Curriculum,,,,21,40,2,10.4135/9781412976688.n2,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901616578&partnerID=40&md5=419f84e3502f006769094b1ab9f70548,Book Chapter,Final,,Scopus,2-s2.0-84901616578
"Lin, J.S.-J.",Study of university curriculum development for human resource management and the expectations of business managers,2008,International Journal of Business and Systems Research,2,4,,418,430,1,10.1504/IJBSR.2008.020767,https://www.scopus.com/inward/record.url?eid=2-s2.0-84901046410&partnerID=40&md5=5647d213413c1b5bd49fd5bd5cd3d1de,Article,Final,,Scopus,2-s2.0-84901046410
"Caldas, R.F., De Carvalho, J.A.B.S.",Approach for the human resources management analysis in libraries and museums: Case Study of knowledge cities,2008,Information Management in the Modern Organizations: Trends and Solutions - Proceedings of the 9th International Business Information Management Association Conference,2-Jan,,,845,849,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84896125148&partnerID=40&md5=e54af538f0265a7981d8883048560a9b,Conference Paper,Final,,Scopus,2-s2.0-84896125148
"Brewster, C., Mayrhofer, W.",Comparative human resource management policies and practices,2008,The Handbook of Cross-Cultural Management Research,,,,353,366,7,10.4135/9781412982764.n21,https://www.scopus.com/inward/record.url?eid=2-s2.0-84886888945&partnerID=40&md5=a4d2d189aa8f88412ca124a7317c5f95,Book Chapter,Final,,Scopus,2-s2.0-84886888945
"Ishibashi, K., Hashimoto, M., Katamine, K., Shiratsuchi, R., Asaine, K., Nakatani, T., Ubayashi, N., Akiyama, Y.",A discussion on domain modeling in an example of motivation-based human resource management,2008,Frontiers in Artificial Intelligence and Applications,180,1,,32,41,3,10.3233/978-1-58603-900-4-32,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875950858&partnerID=40&md5=05e2607fef4bc73e90b4ce3782c93d99,Conference Paper,Final,,Scopus,2-s2.0-84875950858
"Lacombe, B.M.B., Chu, R.A.",Policies and practices of human resource management: Strategic and institutional approaches | Políticas e práticas de gestão de pessoas: As abordagens estratégica e institucional,2008,RAE Revista de Administracao de Empresas,48,1,,25,35,3,10.1590/s0034-75902008000100003,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871641034&partnerID=40&md5=57963b5de57e778a5c336c9217b03c72,Article,Final,Open Access,Scopus,2-s2.0-84871641034
"Hudson, R.",Has regulation killed off the defined benefit scheme as a cost effective tool for human resource management?,2008,Journal of Financial Regulation and Compliance,16,3,,220,229,7,10.1108/13581980810888831,https://www.scopus.com/inward/record.url?eid=2-s2.0-81055134881&partnerID=40&md5=4a2d9d3883ed6015067c0600fabe474d,Article,Final,,Scopus,2-s2.0-81055134881
"Randeree, K.",Challenges in human resource management and organisational development in the Arabian Gulf: An analysis of national identity and diversity,2008,International Journal of Interdisciplinary Social Sciences,2,5,,49,55,2,10.18848/1833-1882/cgp/v02i05/52409,https://www.scopus.com/inward/record.url?eid=2-s2.0-80051512552&partnerID=40&md5=b13b5b823e4d7d0a121d2f03ed165ee1,Article,Final,,Scopus,2-s2.0-80051512552
"Barrett, R., Mayson, S.",Introduction: At the intersection of entrepreneurship and human resource management,2008,International Handbook of Entrepreneurship and HRM,,,,1,17,11,10.4337/9781848441224.00006,https://www.scopus.com/inward/record.url?eid=2-s2.0-78650693982&partnerID=40&md5=4994bdcdeed4f1332c50f8e2da85f7dc,Editorial,Final,Open Access,Scopus,2-s2.0-78650693982
"Schaufeli, W.B., Salanova, M.",Enhancing work engagement through the management of human resources,2008,The Individual in the Changing Working Life,,,,380,402,78,10.1017/CBO9780511490064.018,https://www.scopus.com/inward/record.url?eid=2-s2.0-77955780084&partnerID=40&md5=4d37bc988a098e1a41ccad21ac2375e1,Book Chapter,Final,,Scopus,2-s2.0-77955780084
"Dellefield, M.E.","Best practices in nursing homes. Clinical supervision, management, and human resource practices.",2008,Research in gerontological nursing,1,3,,197,207,13,10.3928/00220124-20091301-04,https://www.scopus.com/inward/record.url?eid=2-s2.0-75749096298&partnerID=40&md5=14d3b8740df7b6fb085b22b086df558b,Review,Final,,Scopus,2-s2.0-75749096298
"Yang, J., Sun, Y.",Research of the human resource management in enterprise based on the innovative incentive,2008,"2008 International Seminar on Business and Information Management, ISBIM 2008",2,,5116515,445,448,,10.1109/ISBIM.2008.160,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349998995&partnerID=40&md5=f0c01b6e2bc63837d64a8ba1265c6873,Conference Paper,Final,,Scopus,2-s2.0-70349998995
"Zhou, Y.",Strategy-oriented practices and factors of human resource management in small and median sized enterprise,2008,"2008 International Seminar on Business and Information Management, ISBIM 2008",2,,5116522,473,477,2,10.1109/ISBIM.2008.221,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349989064&partnerID=40&md5=c9486033f2365b2da9da4fb98a03e880,Conference Paper,Final,,Scopus,2-s2.0-70349989064
"Gao, W., Yu, Q., Teng, X.",Study on pre-control management mechanism for innovative organization's human resources,2008,"2008 International Seminar on Business and Information Management, ISBIM 2008",2,,5116477,291,294,,10.1109/ISBIM.2008.219,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349987867&partnerID=40&md5=43b83bc5f7fee25200030740d39585c4,Conference Paper,Final,,Scopus,2-s2.0-70349987867
"Kazlauskaite, R., Bu?iuniene, I.",The role of human resources and their management in the establishment of sustainable competitive advantage | Žmogišk?j? ištekli? ir j? valdymo vaidmuo kuriant ilgalaik? konkurencin? pranašum?,2008,Engineering Economics,5,60,,78,84,58,,https://www.scopus.com/inward/record.url?eid=2-s2.0-70349837477&partnerID=40&md5=fd15a9d5c5e525ecbfceb88b78eb3944,Article,Final,,Scopus,2-s2.0-70349837477
"Heery, E.",Runt Redux: The Rise of Human Resource Management as a Field of Study,2008,Work and Occupations,35,3,,351,357,6,10.1177/0730888408322231,https://www.scopus.com/inward/record.url?eid=2-s2.0-69849123483&partnerID=40&md5=d1dccc07659c1fd175aa5fb9548dc8c8,Article,Final,,Scopus,2-s2.0-69849123483
"Kurganct, P., Melleiro, M.M., Tronchin, D.M.",Evaluation of quality indicators for human resources management in nursing | Indicadores para avaliação de qualidade do gerenciamento de recursos humanos em enfermagem.,2008,Revista brasileira de enfermagem,61,5,,539,544,3,10.1590/s0034-71672008000500002,https://www.scopus.com/inward/record.url?eid=2-s2.0-63149168520&partnerID=40&md5=df86a76a2076b042f40152b46b56b0cb,Article,Final,Open Access,Scopus,2-s2.0-63149168520
"Graham, M.E., Kennavane, E., Wears, K.H.",Diversity management content in introductory human resource management textbooks,2008,Academy of Management Learning and Education,7,3,,429,433,8,10.5465/AMLE.2008.37029277,https://www.scopus.com/inward/record.url?eid=2-s2.0-61849088471&partnerID=40&md5=e2e3d7135daebc9ddcb8e18cfb9dc391,Review,Final,,Scopus,2-s2.0-61849088471
"d'Amore, M., Peroni, A.",Outsourcing of nursing human resources from ethical to management: a survey in a Lazio Region Hospital | Outsourcing delle risorse umane infermieristiche tra etica e managements: indagine in una azienda U.S.L. della Regione Lazio.,2008,Professioni infermieristiche,61,2,,87,97,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-58149392658&partnerID=40&md5=a7e03d3ab313b055a1c29651139cde9f,Article,Final,,Scopus,2-s2.0-58149392658
"Salisbury, C.",Keeping an eye on the prize. An automated posting and receivables management solution assists an optometric practice reduce A/R and maximize its human resources.,2008,Health management technology,29,11,,20,"21, 29",,,https://www.scopus.com/inward/record.url?eid=2-s2.0-58149263448&partnerID=40&md5=c788eaf3f4ce1ecbc5664f62af40952a,Article,Final,,Scopus,2-s2.0-58149263448
"De Andrés, R., García-Lapresta, J.L., Jiménez, M.",A decision making procedure for designing human resources management,2008,World Scientific Proceedings Series on Computer Engineering and Information Science 1; Computational Intelligence in Decision and Control - Proceedings of the 8th International FLINS Conference,,,,799,804,,10.1142/9789812799470_0131,https://www.scopus.com/inward/record.url?eid=2-s2.0-58049184109&partnerID=40&md5=8957783e97dcc08f216cd3ea59267340,Conference Paper,Final,,Scopus,2-s2.0-58049184109
"Thompson, J.R.",Personnel Demonstration Projects and Human Resource Management Innovation,2008,Review of Public Personnel Administration,28,3,,240,262,7,10.1177/0734371X08318941,https://www.scopus.com/inward/record.url?eid=2-s2.0-57749138106&partnerID=40&md5=c31dc14c626abf102782d969c682e8c2,Article,Final,,Scopus,2-s2.0-57749138106
"Schneider, F., Lavigne, T., Lavaux, T., Pynn, S., Mathien, C., Rohmer, J.-G., Meziani, F., Lutun, Ph., Castelain, V.","Application of industrial human resource management tools to physicians: Impact on finances, level of activity and mortality rates in an intensive care department",2008,Journal d'Economie Medicale,26,5,,245,258,,10.3917/jgem.085.0245,https://www.scopus.com/inward/record.url?eid=2-s2.0-57349181576&partnerID=40&md5=4d74a677b0692e297b3553a671c337f1,Article,Final,,Scopus,2-s2.0-57349181576
"Landaeta, R.E., Kotnour, T.G.",Formal mentoring: A human resource management practice that supports knowledge transfer across projects,2008,International Journal of Learning and Intellectual Capital,5,4-Mar,,455,475,7,10.1504/IJLIC.2008.021022,https://www.scopus.com/inward/record.url?eid=2-s2.0-55749112177&partnerID=40&md5=5c1a8e2302af235c11e87ee5a349d729,Article,Final,,Scopus,2-s2.0-55749112177
"Waring, P., Edwards, T.",Socially responsible investment: Explaining its uneven development and human resource management consequences,2008,Corporate Governance: An International Review,16,3,,135,145,24,10.1111/j.1467-8683.2008.00676.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-49749127262&partnerID=40&md5=b9e68d1fac0aa229ede3ea57165a5f03,Article,Final,,Scopus,2-s2.0-49749127262
"Main, B.G.M., Jackson, C., Pymm, J., Wright, V.",The remuneration committee and strategic human resource management,2008,Corporate Governance: An International Review,16,3,,225,238,29,10.1111/j.1467-8683.2008.00682.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-49749124594&partnerID=40&md5=190463354da24ef065deee7d1566baf5,Article,Final,,Scopus,2-s2.0-49749124594
"Guglielmino, L.M., Guglielmino, P.J.",Productivity in the workplace: The role of self-directed learning and the implications for human resource management,2008,International Journal of Human Resources Development and Management,8,4,,293,305,3,10.1504/IJHRDM.2008.019541,https://www.scopus.com/inward/record.url?eid=2-s2.0-48049086946&partnerID=40&md5=b0f2cf5f6c2ece1564662489eb2abf27,Review,Final,,Scopus,2-s2.0-48049086946
"Li, J., Qian, G., Liao, S., Chu, C.W.L.",Human resource management and the globalness of firms: An empirical study in China,2008,International Journal of Human Resource Management,19,5,,828,839,5,10.1080/09585190801991293,https://www.scopus.com/inward/record.url?eid=2-s2.0-46949092123&partnerID=40&md5=d5b0f5eced34054f31d1a4cae1c533ba,Article,Final,,Scopus,2-s2.0-46949092123
"Ranjan, J., Goyal, D.P., Ahson, S.I.",Data mining techniques for better decisions in human resource management systems,2008,International Journal of Business Information Systems,3,5,,464,481,44,10.1504/IJBIS.2008.018597,https://www.scopus.com/inward/record.url?eid=2-s2.0-44949254033&partnerID=40&md5=38943a504577c1d6f6c543cc87528bf9,Article,Final,,Scopus,2-s2.0-44949254033
"Ng, S.H., Ip, O.",Human resource management and employment practices in the Hong Kong power supply industry: The challenge of industrial de-regulation and business re-structuring,2008,International Journal of Human Resources Development and Management,8,2-Jan,,111,138,,10.1504/IJHRDM.2008.018204,https://www.scopus.com/inward/record.url?eid=2-s2.0-44449146436&partnerID=40&md5=12063fd9e76f3560d2850dd8db0607f6,Article,Final,,Scopus,2-s2.0-44449146436
"Mothersell, W.M., Moore, M.L., Kevin Ford, J., Farrell, J.",Revitalizing human resources management in state government: Moving from transactional to transformational HR professionals in the state of Michigan,2008,Public Personnel Management,37,1,,77,96,2,10.1177/009102600803700106,https://www.scopus.com/inward/record.url?eid=2-s2.0-43049131118&partnerID=40&md5=d035fb8a6912f3d48a2272cc9455d215,Article,Final,,Scopus,2-s2.0-43049131118
"Jørgensen, F., Hyland, P., Kofoed, L.B.",Examining the role of human resource management in continuous improvement,2008,International Journal of Technology Management,42,2-Jan,,127,142,14,10.1504/IJTM.2008.018064,https://www.scopus.com/inward/record.url?eid=2-s2.0-43049124459&partnerID=40&md5=79dae1b2a4d6a273e916f65c52129aab,Article,Final,,Scopus,2-s2.0-43049124459
"Parent, F.",Study on management and development of human resources for health for a better adequacy between training and expected competences of health professionals | Etude sur la gestion et le développement des ressources humaines en santé pour une meilleure adéquation entre formation et compétences attendues des professionnels de santé,2008,Revue Medicale de Bruxelles,29,1,,46,53,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-41549137008&partnerID=40&md5=594de78a05615265c59cd40659fffdca,Article,Final,,Scopus,2-s2.0-41549137008
"Zhang, J., Lu, .X.-T., Bu, S.-H., Hu, S.-H., Yang, C.-M., Li, F.",Enhancement of efficiency of human resource through the construction of platform of performance management,2008,Pharmaceutical Care and Research,8,1,,1,4,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-40749104236&partnerID=40&md5=edb0b9ac792ad8d30409cedbb9eef8fb,Article,Final,,Scopus,2-s2.0-40749104236
"Li, J., Lam, K., Sun, J.J.M., Liu, S.X.Y.","Strategic human resource management, institutionalization, and employment modes: An empirical study in China",2008,Strategic Management Journal,29,3,,337,342,20,10.1002/smj.655,https://www.scopus.com/inward/record.url?eid=2-s2.0-40549094018&partnerID=40&md5=91a2b1171f8f497626761c4225c4a34c,Review,Final,,Scopus,2-s2.0-40549094018
"Zuccolotto, S.",The challenges facing human resources management in Latin America,2008,Public Transport International,57,1,,31,,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-38849178068&partnerID=40&md5=c9d6d7b3a2e8752bd4fe2b9f0264dfe3,Note,Final,,Scopus,2-s2.0-38849178068
"Desmarais, C.",The French research community's perspectives on new public human resource management,2008,Public Management Review,10,1,,139,150,8,10.1080/14719030701763252,https://www.scopus.com/inward/record.url?eid=2-s2.0-38349098690&partnerID=40&md5=8f080c4f347bc3a625956cc5e618de0c,Article,Final,,Scopus,2-s2.0-38349098690
"Fenton-O'Creevy, M., Gooderham, P., Nordhaug, O.",Human resource management in US subsidiaries in Europe and Australia: Centralisation or autonomy?,2008,Journal of International Business Studies,39,1,,151,166,108,10.1057/palgrave.jibs.8400313,https://www.scopus.com/inward/record.url?eid=2-s2.0-38049119817&partnerID=40&md5=6462de49f8e62dedadf355569cd789f4,Article,Final,,Scopus,2-s2.0-38049119817
"Marchington, M.",Human Resource Management: Foreword,2008,Human Resource Management Journal,18,1,,1,2,13,10.1111/j.1748-8583.2007.00061.x,https://www.scopus.com/inward/record.url?eid=2-s2.0-37349096277&partnerID=40&md5=f4de0ddf6be6a2b85ffce9246d1492f6,Editorial,Final,,Scopus,2-s2.0-37349096277
"Jabbour, C.J.C., Santos, F.C.A.",Relationships between human resource dimensions and environmental management in companies: proposal of a model,2008,Journal of Cleaner Production,16,1,,51,58,143,10.1016/j.jclepro.2006.07.025,https://www.scopus.com/inward/record.url?eid=2-s2.0-34548833899&partnerID=40&md5=295cb90f8d24673a7732e6c2e4595bd1,Article,Final,,Scopus,2-s2.0-34548833899
"Govindasamy, C.",Conservation of the marine habitat and preservation of the marine community through human resource development and management,2007,Pollution Research,26,3,,483,486,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-37349064782&partnerID=40&md5=7332728e0270ed58cf27f3724c797563,Article,Final,,Scopus,2-s2.0-37349064782
"Quang, T., Thang, L.C., Rowley, C.",The changing face of human resource management in Vietnam,2007,The Changing Face of Management in South East Asia,,,,185,220,6,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911165910&partnerID=40&md5=6766900f179e5f3c3504a4ee4c2a0cf5,Book Chapter,Final,,Scopus,2-s2.0-84911165910
"Wan, D., Hui, T.K.",The changing face of human resource management in Singapore,2007,The Changing Face of Management in South East Asia,,,,129,154,1,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911092083&partnerID=40&md5=fb0859e24e91aa1d3cf02ca6f7eeb92b,Book Chapter,Final,,Scopus,2-s2.0-84911092083
"Habir, A.D., Rajendran, K.",The changing face of human resource management in Indonesia,2007,The Changing Face of Management in South East Asia,,,,30,58,4,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911087865&partnerID=40&md5=a0de7b33c1ee0e186fa96a819a49a296,Book Chapter,Final,,Scopus,2-s2.0-84911087865
"Ofreneo, R.E.",The changing face of human resource management in The Philippines,2007,The Changing Face of Management in South East Asia,,,,97,128,1,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911059068&partnerID=40&md5=bbd474e47ca89dcd86c37ea2bd6c5102,Book Chapter,Final,,Scopus,2-s2.0-84911059068
"Abdul-Rahman, S., Rowley, C.",The changing face of human resource management in Malaysia,2007,The Changing Face of Management in South East Asia,,,,59,96,2,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84911016780&partnerID=40&md5=41d92334c8b9a7d969a18aeba5bd126c,Book Chapter,Final,,Scopus,2-s2.0-84911016780
"Siengthai, S., Tanlamai, U., Rowley, C.",The changing face of human resource management in Thailand,2007,The Changing Face of Management in South East Asia,,,,155,184,6,10.4324/9780203937747,https://www.scopus.com/inward/record.url?eid=2-s2.0-84902402328&partnerID=40&md5=d73d6eb4983976f5d9dd74f4c2ec29d2,Book Chapter,Final,,Scopus,2-s2.0-84902402328
"Taggar, S., Sulsky, L., MacDonald, H.","Subsystem configuration: A model of strategy, context, and human resources management alignment",2007,Research in Multi-Level Issues,7,,,317,376,7,10.1016/S1475-9144(07)00013-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-36649008724&partnerID=40&md5=e56b34b9555f629a60f6ed92a46e2914,Review,Final,,Scopus,2-s2.0-36649008724
"Taggar, S., MacDonald, H., Sulsky, L.","A model of strategy, context, and human resource management alignment",2007,Research in Multi-Level Issues,7,,,411,420,,10.1016/S1475-9144(07)00016-1,https://www.scopus.com/inward/record.url?eid=2-s2.0-36649003295&partnerID=40&md5=df5962bd10c51a806f6a944df0d40306,Review,Final,,Scopus,2-s2.0-36649003295
"Gómez-Pérez, A., Ramírez, J., Villazón-Terrazas, B.",Reusing human resources management standards for Employment Services,2007,CEUR Workshop Proceedings,293,,,28,41,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84884648242&partnerID=40&md5=d5af104dfb3b225dba1f649e61de3fd7,Conference Paper,Final,,Scopus,2-s2.0-84884648242
"Chan, P.W.",Managing human resources without human resources management departments: Some exploratory findings on a construction project,2007,"CME 2007 Conference - Construction Management and Economics: 'Past, Present and Future'",,,,645,655,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84877627486&partnerID=40&md5=5c3585d99266142d31fc4d76cba7493e,Conference Paper,Final,,Scopus,2-s2.0-84877627486
"Agbodjah, L.S., Dainty, A.R.J., Adjei-Kumi, T.",Integration of the human resource management function into large construction companies operating in Ghana,2007,"CME 2007 Conference - Construction Management and Economics: 'Past, Present and Future'",,,,41,52,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84877627298&partnerID=40&md5=02ec83d68023d34971f7fd9f27d8c7de,Conference Paper,Final,,Scopus,2-s2.0-84877627298
"Gómez-Pérez, A., Ramírez, J., Villazón-Terrazas, B.",Methodology for reusing human resources management standards,2007,"19th International Conference on Software Engineering and Knowledge Engineering, SEKE 2007",,,,280,285,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84875920058&partnerID=40&md5=1a1f880927519f3df898ae7422879991,Conference Paper,Final,,Scopus,2-s2.0-84875920058
"Van Winkelen, C., McKenzie, J.",Integrating individual and organisational learning initiatives: Working across knowledge management and human resource management functional boundaries,2007,"Proceedings of the European Conference on Knowledge Management, ECKM",,,,1054,1061,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84871084144&partnerID=40&md5=054cb4448b062d80bdc6d364e446a504,Conference Paper,Final,,Scopus,2-s2.0-84871084144
"Evaggelia, F.",Human resources management policies and knowledge worker,2007,"Proceedings of the European Conference on Knowledge Management, ECKM",,,,319,326,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84869206411&partnerID=40&md5=8357df1d84cd3943dc1eb7bafab8dd13,Article,Final,,Scopus,2-s2.0-84869206411
"Wang, X., Qiao, K.",The human resource management practices in small private firms in China,2007,"Academy of Management 2007 Annual Meeting: Doing Well by Doing Good, AOM 2007",,,,,,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84863350341&partnerID=40&md5=c27373a4e3c6bc705431da1d3c7cbb3d,Conference Paper,Final,,Scopus,2-s2.0-84863350341
